Site ID,Site Type,Site Name,Status,Regions,Report Name,Report Submission Date,Report Submission Year,Site Join Date,Well-Child Visits 6 mos - 5 yrs,Books Distributed 6 mos - 5 yrs,Well-Child Visits 0-5 mos,Books Distributed 0-5 mos,Total Well Child Visits in 6 mths,Total Books Distributed in 6 mths,ABB Discrepancy,ABB Discrepancy Notes,W9 received,Physical Location: Line 1,Physical Location: Line 2,Physical Location: Line 3,Physical Location: City,Physical Location: State,Physical Location: Zip,Shipping Address: Line 1,Shipping Address: Line 2,Shipping Address: Line 3,Shipping Address: City,Shipping Address: State,Shipping Address: Zip,County,Trainer Name,Trainer Email,Training %,Total Trained,Insurance: Self Pay Uninsured,Insurance: Private Insurance,Insurance: Medicaid HMO Medicaid,Insurance: Medicare,Insurance: CHIP,Insurance: Tricare,Insurance: Other 1 - Please Specify,Insurance: Other 1,Insurance: Other 2 - Please Specify,Insurance: Other 2,Race: White,Race: Black or African American,Race: Hispanic or Latinx,Race: American Indian   Alaska Native,Race: Asian,Race: Native Hawaiian   Pacific Islander,Race: Multiracial   Biracial,Race: Unknown   Not Reported   Refused,Race: Other - Please Specify,Race: Other 1,Race: Other - Please Specify,Race: Other 2,Language: Amharic (Ethiopia),Language: Arabic,Language: American Sign Language (ASL),Language: Bengali,Language: Bosnian,Language: Burmese (SE Asia),Language: Cambodian,Language: Cape Verdean,Language: Chinese,Language: Dakota (Native American),Language: English,Language: French,Language: Greek,Language: Haitian Creole,Language: Hindi,Language: Hmong,Language: Italian,Language: Japanese,Language: Karen (SE Asia),Language: Korean,Language: Navajo,Language: Ojibwe (Native American),Language: Oromo (Ethiopia),Language: Polish,Language: Portuguese,Language: Russian,Language: Somali,Language: Spanish,Language: Swahili,Language: Tagalog,Language: Vietnamese,Language: Unknown   Not Reported,Language: Please Specify,Language: Other 1,Language: Please Specify,Language: Other 2
9242.2,Satellite,Centura: St. Thomas More Family Practice  ,Active,Southern Colorado (Judy),July 2021 Progress Report,8/25/2021,2021,1 15 2019,240,240,64,0,304,240,,,N,1338 Phay Ave Bldg D,,,Canon City,CO,81212,1338 Phay Ave Bldg D,,,Canon City,CO,81212,Fremont,,,100%,1,2%,30%,65%,,0%,3%,,,,,86%,,1%,1%,0%,,,4%,,4%,,4%,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,
9242.2,Satellite,Centura: St. Thomas More Family Practice  ,Active,Southern Colorado (Judy),January 2022 Progress Report,2/23/2022,2022,1 15 2019,216,216,252,0,468,216,,,N,1338 Phay Ave Bldg D,,,Canon City,CO,81212,1338 Phay Ave Bldg D,,,Canon City,CO,81212,Fremont,,,100%,1,2%,30%,65%,,,3%,,,,,95%,,0%,0%,1%,,,0%,multi racial,1%,,3%,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,
9242.2,Satellite,Centura: St. Thomas More Family Practice  ,Active,Southern Colorado (Judy),July 2022 Progress Report,8/24/2022,2022,1 15 2019,174,174,205,0,379,174,,,N,1338 Phay Ave Bldg D,,,Canon City,CO,81212,1338 Phay Ave Bldg D,,,Canon City,CO,81212,Fremont,,,100%,1,2%,25%,68%,,,5%,,,,,87%,,2%,,,,2%,4%,Chinese,3%,Indian,2%,,,,,,,,,,,99%,,,,,,,,,,,,,,,,,1%,,,,,,,,
9242.2,Satellite,Centura: St. Thomas More Family Practice  ,Active,Southern Colorado (Judy),Site Application,1/14/2019,2019,1 15 2019,25,25,,,25,25,,,N,1338 Phay Ave Bldg D,,,Canon City,CO,81212,1338 Phay Ave Bldg D,,,Canon City,CO,81212,Fremont,,,100%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),January 2016 Progress Report,2/29/2016,2016,4 1 2015,1022,1080,,,1022,1080,Other (please explain below),"We are just so busy! I am having trouble keeping up! The number of well visits is short- because I could only count the well visits scheduled. If a child is seen for a sick visit and is DUE a well visit- we perform the well visit and give the book, if possible.",Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,"Patricia A Perry,MD",patricia.a.perry125.civ@mail.mil,100%,2,,,,,,100%,,,,,45%,25%,20%,,,,,,,,,,,,,,,,,,,,75%,,,,,,,,,,,,,,,,,15%,,5%,,,,5%,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),July 2016 Progress Report,9/6/2016,2016,4 1 2015,858,768,,,858,768,Program lapse due to CLINICAL personnel changes,We have had several clinical  changes - we have informally inserviced nurses- we have not been given the time to in-service formally. So all books given are not always accounted for. We have well visit training scheduled. Also - we have changed our well visit policies and convert sick visits to well visits If needed- we may not have captured all well visits.,Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,"Patricia A Perry, MD",patricia.a.perry125.civ@mail.mil,100%,2,0%,,,,,100%,,,,,55%,30%,10%,,,5%,,,,,,,,,,,,,,,,,90%,,,,,,,,,,,,,,,,,5%,,,,,all others,5%,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),January 2017 Progress Report,3/10/2017,2017,4 1 2015,228,370,,,228,370,Program lapse due to CLINICAL personnel changes,We have had significant turn over again and I had to take the total number of books give from the number we have on hand- 204 from the number ordered in November- 342 and 232- the tally sheet was not used consistently and was then misplaced- we do give the occasional book to sibs and for daycare physical- daycare phyicals were not included in our tally- and to sick kids. We need to include the nurses in training- they are getting the books to give.,Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,"Patricia Perry, MD",patricia.a.perry125.civ@mail.mil,100%,2,0%,0%,0%,,0%,100%,,,,,40%,30%,15%,,,5%,,,,,,,,,,,,,,,,,75%,,,,,,,,,,,,,,,,,15%,,5%,,,,5%,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),July 2017 Progress Report,9/27/2017,2017,4 1 2015,915,466,,,915,466,Insufficient funds to purchase all of the books needed,We completely ran out of books- as of 6 1 17- we had 106 4-5 yr books only and received a shipment of a variety of books 7 13 17 516 books - we have given out 245 of those books and now have 363 books on hand- so we are off by 14 book. The books on hand are 15-24 month books almost entirely - We are using the 3-5 yr and 6-9 month books faster. From February -5 31 17- We gave out 221 books. We would love training for our entire staff to remember to present books at designated well visits and to record correctly.,Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,"Patricia Perry, MD, MPH, FAAP",patricia.a.perry125.civ@mail.mil,100%,2,,,,,,100%,,,,,40%,30%,15%,,,5%,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,25%,,5%,,,,,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),January 2018 Progress Report,2/20/2018,2018,4 1 2015,785,500,,,785,500,Other (please explain below),I turned in my report late and had late funding- we ran out of books,Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,"Patricia A Perry, MD",patricia.a.perry125.civ@mail.mil,100%,2,0%,0%,0%,,0%,100%,0,0%,0,0%,40%,35%,15%,,,10%,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,15%,5%,10%,,,,,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),July 2018 Progress Report,9/20/2018,2018,4 1 2015,865,865,500,0,1365,865,,,Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,Patricia Perry,patricia.perry125.civ@mail.mil,100%,2,0%,0%,0%,,0%,100%,0,0%,0,0%,50%,,20%,,,10%,,,,,,,,,,,,,,,,,50%,,,,,,,,,5%,,,,,,,,20%,10%,10%,5%,,,,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),January 2019 Progress Report,2/28/2019,2019,4 1 2015,798,790,,,798,790,Program lapse due to CLINICAL personnel changes,They are closing our clinic on 4 8 19  I'm going to Fort Carson Pediatrics on base 3 11 19. Please close our account.,Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,Patricia Perry,patricia.a.perry125.civ@mail.mil,100%,2,0%,0%,0%,,0%,100%,,,,,61%,25%,10%,,1%,3%,,,,,,,,,,,,,,,,,80%,,,,,,,,,1%,,,,,,,,15%,1%,2%,,,Youba and Ebo,1%,,
9351,Primary,Mountain Post Medical Home   Fort Carson Army Medical Clinic,Inactivated,Front Range (Annie),Site Application,,1899,4 1 2015,766,766,,,766,766,,,Y,565 Space Center Dr.,,,Colorado Springs,CO,80915,"Patricia Perry, MD",Mountain Post Medical Home,565 Space Center Dr. Ste 130,Colorado Springs,CO,80915,El Paso,,,100%,2,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,,,,,,,,,,,,,,,,,20%,,,,,,,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),January 2016 Progress Report,1/25/2016,2016,5 1 2015,400,205,,,400,205,New program is not yet fully operational,We will ultimately serve 120 families and for the reporting period our caseload was around 90 families. As we increase our caseload we will increase visits to our families from 6 months to 2 years of age.,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Jane Henson,jhenson@familyvisitor.org,100%,2,20%,10%,60%,,10%,,,,,,29%,,71%,,,,,,,,,,,,,,,,,,,,47%,,,,,,,,,,,,,,,,,53%,,,,,,,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),July 2016 Progress Report,8/1/2016,2016,5 1 2015,375,160,,,375,160,Other (please explain below),We currently serve 108 clients with the expectation of 120 clients by Jan 1 2017. Our infant caseload has increased therefore we will have more 6 month old infants by Jan 1 2017 also.,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Jane Henson,jhenson@familyvisitor.org,100%,2,30%,5%,65%,,0%,0%,,,,,45%,,45%,,,,,,,,,,,,,,,,,,,,55%,,,,,,,,,,,,,,,,,45%,,,,,,,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),January 2017 Progress Report,2/15/2017,2017,5 1 2015,250,200,,,250,200,,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Jane Henson,jhenson@familyvisitor.org,100%,2,30%,5%,65%,,,,,,,,60%,,40%,,,,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,30%,,,,,,,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),July 2017 Progress Report,7/14/2017,2017,5 1 2015,72,72,,,72,72,,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Jane Henson,Jhenson@familyvisitor.org,100%,2,20%,10%,60%,,10%,,,,,,45%,,55%,,,,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,30%,,,,,,,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),January 2018 Progress Report,3/5/2018,2018,5 1 2015,324,122,,,324,122,Program lapse due to ADMINISTRATIVE personnel changes,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Haile Mitchell,hmitchell@familyvisitor.org,100%,2,47%,18%,35%,,0%,0%,0,0%,0,0%,34%,,66%,,,,,,,,,,,,,,,,,,,,71%,,,,,,,,,,,,,,,,,29%,,,,,,,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),July 2018 Progress Report,8/23/2018,2018,5 1 2015,220,150,,,220,150,Other (please explain below),I had not realized that we had funds available to purchase books until late last month. Our book supply had been running low and staff was only giving books out to the most needy clients. I have since ordered books and the staff have been giving them out at every visit.,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Haile Mitchell,hmitchell@familyvisitor.org,100%,2,39%,25%,35%,,1%,0%,0,0%,0,0%,45%,,50%,,,,,,Declined to self idenitfy,5%,,,,,,,,,,,,,76%,,,,,,,,,,,,,,,,,24%,,,,,,,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),January 2019 Progress Report,3/1/2019,2019,5 1 2015,122,122,,,122,122,Program lapse due to CLINICAL personnel changes,We had two nurses resign in the fall and were not fully staffed.,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Haile Martinez,hmitchell@familyvisitor.org,100%,2,5%,10%,80%,,5%,,,,,,63%,,36%,,1%,,,,,,,,,,,,,,,,,,85%,,,,,,,,,,,,,,,,,14%,,,,,Nepalese,1%,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),July 2019 Progress Report,7/24/2019,2019,5 1 2015,250,182,,,250,182,Program lapse due to CLINICAL personnel changes,We had 2 nurses resign the end of 2018 and hired a new nurse that was not completed with training until March. This nurse has been seeing clients and ours numbers should increase.,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Haile Martinez,hmartinez@familyvisitor.org,100%,2,33%,18%,47%,,2%,,,,,,50%,,47%,,1%,,,,,,,,,,,,,,,,,,83%,,,,,,,,,,,,,,,,,16%,,,,,Nepali,1%,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),January 2020 Progress Report,1/14/2020,2020,5 1 2015,270,230,,,270,230,Insufficient funds to purchase all of the books needed,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Haile Martinez,hmartinez@familyvisitor.org,100%,2,21%,18%,60%,,1%,0%,,,,,49%,,50%,,1%,,,,,,,,,,,,,,,,,,49%,,,,,,,,,,,,,,,,,50%,,,,,Nepali,1%,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),July 2020 Progress Report,7/13/2020,2020,5 1 2015,313,170,100,50,413,220,COVID-19,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Haile,hmartinez@familyvisitor.org,100%,2,20%,7%,72%,,1%,,,,,,41%,,57%,,2%,,,,,,,,,,,,,,,,,,79%,,,,,,,,,,,,,,,,,19%,,,,,Nepalese,2%,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),January 2021 Progress Report,1/15/2021,2021,5 1 2015,132,90,186,41,318,131,COVID-19,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,Haile Martinez,hmartinez@familyvisitor.org,100%,2,30%,8%,56%,0%,6%,0%,,,,,66%,,30%,,1%,,,3%,,,,,,,,,,,,,,,74%,,,,,,,,,,,,,,,,,24%,,,,,Nepalese,1%,American Sign Language,1%
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),July 2021 Progress Report,7/28/2021,2021,5 1 2015,220,125,94,70,314,195,COVID-19,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,,,100%,2,23%,10%,67%,,,,,,,,70%,,28%,,2%,,,,,,,,,,1%,,,,,,,,69%,,,,,,,,,,,,,,,,,28%,,,,,Nepali,1%,Thai,1%
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),January 2022 Progress Report,2/2/2022,2022,5 1 2015,180,56,96,,276,56,Program lapse due to CLINICAL personnel changes,We have been half staffed for most of the year. We are working on hiring.,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,,,100%,2,29%,15%,54%,0%,1%,1%,,,,,92%,,,,2%,,,3%,Mutliracial,3%,,,,,1%,,,,,,,,68%,,,,,,,,,,,,,,,,,30%,,,,,Thai,1%,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),July 2022 Progress Report,7/25/2022,2022,5 1 2015,130,70,42,25,172,95,Program lapse due to CLINICAL personnel changes,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,,,100%,2,7%,23%,64%,,5%,1%,,,,,92%,2%,,,2%,,2%,2%,,,,,,,,,,,,,,,59%,,,,,,,,,,,,,,,,,39%,,,,,Thai,2%,,
9386,Primary,Family Visitor Programs NFP  ,Active,Western Colorado (Cindy),Site Application,,1899,5 1 2015,750,750,,,750,750,,,Y,401 23rd St,,,Glenwood Springs,CO,81602,Luci Martinez,Family Visitors Program,401 23rd Street,Glenwood Springs,CO,81601,Garfield,,,100%,2,20%,10%,50%,,20%,,,,,,40%,,60%,,,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,,,,,40%,,,,,,,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),January 2016 Progress Report,2/19/2016,2016,6 1 2015,81,81,,,81,81,New program is not yet fully operational,Book total reflects new program starting end of September 2015,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@childrenscolorado.org,100%,2,2%,48%,43%,,,4%,Double coverage,3%,,,48%,3%,22%,,2%,,,,,,,,,,,,,,,,,,89%,,,,,,,,,,,,,,,,,10%,,,,,,1%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),July 2016 Progress Report,8/19/2016,2016,6 1 2015,150,149,,,150,149,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@childrenscolorado.org,100%,2,0%,37%,43%,,1%,4%,Double coverage,14%,Charity Care,1%,57%,2%,28%,,1%,,,,,,,,,,,,,,,,,,89%,,,,,,,,,,,,,,,,,10%,,,,,,1%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),January 2017 Progress Report,2/17/2017,2017,6 1 2015,148,147,,,148,147,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.caniels@childrenscolorado.org,100%,2,1%,48%,45%,,0%,4%,Double Coverage,1%,Charity Care,1%,62%,2%,29%,,1%,,,,,,,,,,,,,,,,,,85%,,,,,,,,,,,,,,,,,14%,,,,,,1%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),July 2017 Progress Report,8/30/2017,2017,6 1 2015,147,144,,,147,144,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@childrenscolorado.org,100%,2,1%,45%,43%,,2%,7%,Charity Care,1%,Double coverage,1%,68%,3%,24%,,3%,,,,,,,,,,,,,,,,,,86%,,,,,,,,,,,,,,,,,11%,,,,,Burmese and Dari,3%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),January 2018 Progress Report,3/15/2018,2018,6 1 2015,150,150,,,150,150,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@chldrenscolorado.org,100%,2,0%,49%,44%,,2%,4%,International payor,1%,,,65%,2%,26%,0%,1%,0%,,,unknown- Other Non-Hispanic,3%,,,1%,,,,,,,,,,90%,,,,,,,,,,,,,,,,,9%,,,,,,,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),July 2018 Progress Report,8/17/2018,2018,6 1 2015,133,132,22,0,155,132,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@childrenscolorado.org,100%,2,2%,44%,46%,,2%,5%,Charity Care,1%,,,56%,5%,32%,,2%,,,,1,1%,,,1%,,,,,,,,,,80%,,,,,,,,1%,,,,,,,,,16%,,,,,"English Spanish, Rohingya, Dari",2%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),January 2019 Progress Report,1/29/2019,2019,6 1 2015,184,184,32,32,216,216,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@childrenscolorado.org,100%,2,0%,54%,40%,,3%,3%,,0%,,0%,60%,3%,29%,0%,2%,0%,,,,2%,,,,,,,,,,,,,81%,,,,,,,,,,,,,,,,,15%,,,,,,4%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),July 2019 Progress Report,8/29/2019,2019,6 1 2015,134,134,16,16,150,150,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@childrenscolorado.org,100%,2,0%,41%,51%,,2%,4%,Charity Care,2%,,,45%,5%,34%,0%,2%,0%,,,unknown not reported,11%,,,,,,,,,,,,,84%,,,,,,,,,,,,,,,,,13%,,,,,"Amharic, Burmese,Somali, Karen",3%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),January 2020 Progress Report,2/28/2020,2020,6 1 2015,150,150,22,22,172,172,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels RN CPNP,dee.daniels@childrenscolorado.org,100%,2,0%,41%,50%,,1%,5%,"Bright Health, Denver Medicaid Choice, Humana Choice Care, Presbyterian Health",3%,,,45%,5%,34%,,2%,,,,unknown- not listed,11%,,,,,,,,,,,,,84%,,,,,,,,,,,,,,,,,13%,,,,,"Amharic, Burmese, Somali, Karen",3%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),July 2020 Progress Report,8/29/2020,2020,6 1 2015,59,47,11,11,70,58,COVID-19,Unable to distribute books during Telehealth appointments but saved a list of patients seen in those clinics and will provide them with two books at their next visit.,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,Dee Daniels,dee.daniels@childrenscolorado.org,100%,2,0%,46%,44%,0%,2%,5%,Denver Medicaid Choice,3%,,,52%,1%,30%,1%,,,,,More than one race unknown,13%,,,,,,,,,,,,,86%,,,,,,,,,,,,,,,,,12%,,,,,Tigrinia,2%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),January 2021 Progress Report,2/22/2021,2021,6 1 2015,103,103,15,15,118,118,Other (please explain below),Some of our visits were through Telehealth and books were not distributed at those visits.,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,"Dee Daniels, RN CPNP",dee.daniels@childrenscolorado.org,100%,2,0%,42%,52%,0%,0%,6%,,0%,,,42%,2%,45%,1%,3%,,,,,0%,more than one race,7%,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,28%,,,,,,,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),July 2021 Progress Report,8/31/2021,2021,6 1 2015,123,123,24,24,147,147,Other (please explain below),Just a note to explain that we are not receiving additional funds to support the books that we are distributing to children 0-5 months.  We have paid for those books out of our current budget.  As we have an active infant clinic for Down syndrome patients 0-5 months that meets 3 times a month we may benefit from having a small additional funding to support this part of our population (approximately 6 children per month) .  Our infants are seen in our infant clinic once and then continue on seeing us in our other multidisciplinary clinics at varying intervals depending on acuity.,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,,,100%,2,0%,34%,56%,2%,7%,1%,Other commercial,0%,,,43%,2%,40%,,1%,0%,,,More than one race,14%,,,,,,,,,,,,,79%,,,,,,,,,,,,,,,,1%,20%,,,,,,,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),January 2022 Progress Report,2/15/2022,2022,6 1 2015,72,72,21,21,93,93,COVID-19,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,,,100%,2,0%,41%,47%,0%,2%,5%,"other commercial = Denver Health Medicaid Choice, pending Medicaid",5%,,,60%,3%,,0%,3%,,,,more than one race,18%,not noted in chart,16%,,,,,,,,,,,88%,,,,,,,,,,,,,,,,,10%,,,,,Sango and Korean,2%,,
9464,Primary,Children's Hospital: Sie Center for Down Syndrome(B2B3)  ,Active,Front Range (Annie),July 2022 Progress Report,8/18/2022,2022,6 1 2015,96,96,16,16,112,112,,,Y,13123 East 16th Ave  ML B745,,,Aurora,CO,80045,Dee Daniels RN CPNP,Sie Center Down Syndrome,"13123 East 16th Ave,   ML B745",Aurora,CO,80045,Adams,,,100%,2,0%,38%,58%,0%,1%,2%,Other Commercial,1%,Bright Health,0%,43%,7%,32%,1%,2%,0%,4%,9%,More than one race,2%,,,,,,,,,,,,,79%,,,,,,,,,,,,,,,,,17%,,,1%,,"Somali, Sango, Dari",3%,,
